text,label
já tebe taky. a nesměju se ti. oprava big mac to ti bude stačit.,1
"Lepší je mluvit s operátorem, než se k něčemu dostanu, tak bych u toho strávil dlouhou dobu",1
v den státního smutku ?!? shame on you,0
Dobrý den dá se nastavit roaming na čísle i když je teď v zahraničí? Děkuji,1
hmmmmmmmmmmm....právě koštujem všechny...ale hruškovááááááá....ta je teda,2
"Velikosti tam jsou, ale jak je to velký bych potřebovala vědět...všude je to jiný... :/",0
Zdravím zábývá se někdo stížnostmi napsanými na pripominky@cz.mcd.com? mail jsem psal 27.07.2010 09:29,1
"to bylo pěkně hloupě udělané, když bylo vidět, kolik zbývá políček...",0
To čeho je v balíčku nejvíc .. Aby mi to vydrželo :))),1
"Rozhodně, připojuju se :-(",0
Já to chci :)),2
naše čísílko: 1505974871,1
"takhle jsem vyplázla minulý měsíc za přechod na student krásný 2000,- :)))))",0
to je pěkný králíček...,2
"Rišánku v sobotu nemůžu, ale mám jako dárek připravené dva mobily. Neboj přání přijde jindy i se mnou :-)",1
Nejlepší burger na světě muj nejoblibenejší.,2
"Když ji miluješ,... :)",2
"Tak zas nic...přišli tři sms,vyřídil jsem jeden hovor a zas konec...bez sítě....to už je vtip....",0
a kdo vubec? xD,1
"Ha, teď to šlo už mnohem lépe! :)",2
to každopádně nejradši bych tam vlezla a všechny je vyndala:-D,1
a já tam nemám neděli :D,1
Docela by se mi šiklo to tričko až půjdu k zákazníků pro D2D asi nic nemáte že ??,1
Velká gratulace a hodně štěstí do života ....,2
Je nad jemnovatem!,1
"mám pocit, že vodafone to má špatně",0
kde co a jak se to objednává ??,1
Dobrý den je možné získat mobil samsung galaxy Y k stávajícímu tarifu O2 NEON SMS za zvýhodněnou cenu 495kč ?,1
Přejeme krásný Nový rok a mnoho spokojených zákaznic i zákazníků... :-),2
"dobře, díky",1
"Vim, ale ty jejich jsou prej z těsta, sice je miluju ale je to divný...",1
No a kromě toho lživé informace o tarifech v e-shopu ....,0
kupon není potřeba a trvá do konce března...,1
.....do oběda se to nestihlo možná k odpolední svačince a nebo snad k večeři ????,1
Vám také vše krásné přeji♥,2
Řekla bych že to bde v obchodě ;),1
"vypada jako kareta, kazdopadne je roztomiloucka :o)",2
"Já bych rada,ale nemám,lituju",1
na vysočině je 15° C,1
"doufám, že to nebude z toho ""polského blata"" jako čokolády z kauflandu za 12 Kč :-D",0
Tak to se mi líbíííí:),2
Odesláno. A nic nechci :) Jinak ta čepička je docela velká.,1
"Tak to je nářez, ten je ještě starší, než já.Drž se dikobrazi..",1
"Přesně toho se týkal můj dotaz.. Hádám, že do hodiny budeme všichni smazáni :)",1
"Kofník, čuňfola, kofosviň.. Cokoli, páč, když ho miluješ, tak není co řešit, no ni?",1
"Renat, tak já využila šťastnou hodinku 3% právě teď a objednala :).",1
To by operatoři nevěděl co dělat a ceny by sli na hystorické minimum...!!!,1
Milujem milku ! ♥ :) všetky !!!!,2
"A chudna mi i kofola nekdy se napiju,a chci aby i na facebooku lide psali mi komentař.",1
Gratulace největší :DDDDDD,2
Dobry den mohl bych dostat odpověď na otázku jakou odměnu dostal výherce v soutěži Vodafone firma roku 2012? Dekuji,1
tak tu soutez vynulujte kdyz tam nechavate vykony pres 12000 coz je nerealne max. jde nahrat 8000,0
Ani nikdy jindy,1
sháním H za G nebo A,1
jahodový shake,1
Mně by se líbilo to čokomléko Milka. Philadelphii Milka už mají v Globusu dlouho.:o),2
Já myslel že z to upgradujete a bude z toho Burger King.,1
"Chtěla jsem se zeptat, zdali nechystáte nějakou soutěž se sbíráním kódů?",1
"Moni, to že to mají i jiní operátoři, to neznamená, že to neni zlodějna ne?:))))",1
je opravdu mocinky roztomilounkej škoda že jich není víc hned bych si ho pohladila a vzala domů je važně ale váážně hezounkej :D,2
"On ""mobilní"" je určený hlavně pro použití ve městech, jak argumentují naši operátoři, proto je relevantní údaj pokrytí populace :-D",1
"Dobrý den, je pro vaše technické velký problém srovnat systémový čas ? Všechny mobily jdou úplně stejně o minutu pozadu.",0
"hmmm, a to jsem si chtěla objednat Chloé.. teď nevím.. co myslíte.. na podzim? která bude lepší?",1
nejsou tyhle narážky zbytečné?,1
To si raději zaplatím dvojnásobek :-///,0
Jirko provedla jsem a napsali mi že balíček byl již deaktivován.Přitom už mi odečetli dvakrát 30kč.Proč?Děkuji Helena Ševčíková,1
"jo, rozhodně je to Tatutátko..;o) jsou fakt k sežrání!",2
Právě ji tu popíjím a bavím se :)) je moc dobrá,2
to vypada jak sjety kralici :D,1
"Zajímalo by mě, kdy budou dostupné jiné modely iPhonu 5, než 16GB ?",1
wou tak to je mazec. Kolik to tu stálo a kolik byla původní cena? Dík,1
"Fakt je dobrá, kloubouk dolů...",2
"Jirko, mám nastaveno šifrování WPA-PSK a TKIP (nastavoval jsem to podle toho video návodu)...",1
Já taky nic,1
"Tak koukám, že moje bodíky stále nikde :-( Už by tam měly být načtené, asi na batůžek můžu zapomenout :-(",0
"Alcatel muj prvni mobil,clovek v te dobe byl vdecny ze mobil vubec mel",1
"To se vám, musim říct, moc nepovedlo...",0
"Vždycky jsem si říkal, že ta reklama je strašně blbá. Proč oni musí být na nuda pláži nazí a ona je tam v plavkách?",0
Ja nedělam nic dva měsíce :D,1
já myslí vosu,1
"Kéž bych měl tolik peněz, abych mohl házet iPhony na zem...",1
Prcek je skvělej ..:o)),2
já mám klasicky kredit a jsem spokojenej.. :)) nesmusím jim platit nějaký sumy a upisovat se,2
"Prosím,nemá někdo na půjčení 30 bodu?Chtěla bych aspoň jeden hrníček,po připsání vrátím!Děkuji",1
už není :(,0
"Dobrý den, nechá se někde sledovat množství přenesených dat? Dříve to bylo možné v Moje O2, nyní tam tuhle informaci nevidím! Díky",1
"Dobrý den,bude u Vás k dostání parfém Flower By Kenzo Le Parfum ? Děkuji za odpověd. :-)",1
"Ladislav Drabek - bohužel máš ve většině případů pravdu a také jsem si kolikrát říkal,že nás to nutí chlastat to pivo :)",1
je to chválihodný počin a gratuluji vítězce....:),2
"Tak to se mi líbí,i králíček musí vonět,že.",2
Já bych si dala meloun do toho ♥,2
Jéé to sotva stojí =*,1
"tygr je nejkrásnější zvíře,miluju je!!!!!!!",2
Není to nahodou Ostrava ???,1
krásná fotka!!!! jedna z nejlepších!!! :-))),2
Jsem zil blizko :D A my chceme Kofolu tiez v Kanade :D,1
tak proč mi ta pani řeekla že mi bude chodit složenka a budu platit 100kč a přitom složenka je paušal?...několikk kč?...,0
"moc ráda bych ho stihla pro mladšího brášku, ještě jednou děkuji! :)",2
Pěkná fotka. :-),2
nejlepší zvíře:),2
"Dobře. Ještě jedna otázka, jaký je vůbec rozdíl mezi romkou vydanou samotným samsungem a romkou upravenou operátorem?",1
"Dobrý den, kde najdu na vašem webu nastavení služby Postman. Děkuji.",1
"Počkám si na FA, podle SIPO se mi to nezdá...",1
mmmm až budu v meku tak si to dám♥ :),2
"Tohle kdyby se povedlo, tak to nejspíš překoná všechny dosavadní úspěšné odchovy na ptácích. A že jich už bylo!",2
"já koupil, já radost...",2
"Zdravím,asi špatně jelikož tam přidali nezáživný TV8 který nikdo-mimo managerů O2-nechtěl stejně jako BTV a TV Noe",0
"Doufám, že po vystudování vejšky dostanu taky šanci pracovat s nějakými úchvatnými zvířaty :) ♥",2
"nejvíc č. 24, pak č. 34",1
to mi povídej už se chystám do krámu a tam koupím co mě do očí padne,1
"Ondro, to vám ještě nedošlo, že z ho.na opravdu bič neupletete?",0
"2AdhruliQa LupiQa Hruba: a proč tedy reaguješ, když je to kravina?? :-O Někdo tě nutí?",1
a pročpak ne? Když jinde jo?,1
Kde byl v Letňanech vypuštěn vůbec?,1
724 276 114 děkuji,1
"Kody jsem odeslala 11.10. ,kdy je budu mít na účtě abych stihla dárek?Díky",1
díky vám taky,2
jo to já taky po nich chci jednu službu a oni mi ji nechtějí dát. To co je jinde běžné tak u T-mobile nedostupné,0
"Když chcete oboje, tak jedině Nokia Lumia 920.",1
"Pardón, ""regulovat"" psal Tomáš Lavička, ne Petr Vácha.... abych tu někomu nekřivdil :-D",1
Už ji mám nádherně ji svítí kytkav na hlavě!!,2
piškoty - malinovééé :-),2
"@O2_CZ Totální zmatek! O2 prodejna píše že nano sim nemají a nelze objednat, centrální web tvrdí pravý opak. Čas změnit operátora?",0
sem si toho nevšiml,1
"vsadim boty,že tenkrát by si na ní neměl",0
"15 let siemens c35i stříbrný, už je tomu 11 let :)",1
"Havel nám dal svůj život, alespoň takhle jsme mu vzdali hold. Pane prezidente, děkuji!! Nezapomenu",1
já to chci,1
ume taky este nic nevi nekdo kde se to seklo,1
přesunuli ho ze zoo7 na zoo9,1
doufám že si vydrák dal aspoň dobrý maďarský guláš.,1
"máte vkus ,velmi hezké ,pěkná kombinace",2
"Dobrý den Mohl bych dostat nějakej přímej kontak na Radku Zemanovou Oddělení řízení zákaznických podnětů, stížností a výpovědí děkuji",1
"velká karamelová, oříšková, marcipánová, dvoubarevná... miluji je všechny!",2
"Voucher byl na vláčení na rybníku Kamberk u Plzně, více www.vlaceni.cz",1
určitě ochutnám :),2
Dobře on ! :o),2
http://chytsefagangu.esx.sk/mobilni-telefony/ - lehce přetížené :),1
Se zuju a přilepím se k podlaze ne :D:D:D,1
"Škoda že polička není detailněji vyfocená - oříznutá. Lépe by vyniklo, co za parfémy vlastníte.",1
"tj, ale jak dělaj aby z toho nebyla kombinace gibona a orangutana",1
Ať se mu tady líbí a zplodí hodně potomků :-),2
jasněěěěěěěěě :D,2
také ji miluju...ještě trochu by mohli slevit:-)),2
"Nejlepsi na ty samosce je, ze pristup k ni neni sifrovanej a neda se to sifrovani ani vynutit rucne zadanim https... FAIL.",0
"Kolega ma stejnou otazku. Reseni ""dvojsim"" je k nicemu. Uvazuje Vodafone o zlepseni teto funkce na pouzitelny stav?",0
byli jsme v Kaprunu minulý tyden a v červenci jedeme zas:-),2
"Asi zapomněli připsat vzkaz ve stylu ""Tady za 10 let zprovozníme signál, který už dnes mají v Pákistánu""...",0
"Dobrý den, nemáte ještě nejaké body navíc? kdyžtak moje id 1631571031, byla bych ráda za každý bod",1
Cheese je nejlepší!,2
kdyby to nebylo tak daleko...... :(,0
já jsem 89 milionů po kofole :o),1
včera jsem z ní měl dobrou sračku po fotbale:D jinak Welcome Holydays:D,0
Děkuji moc...,2
"sháním H , kdo nabídne?",1
Já si stejně myslím že víte moc dobře co bude tento mt stát smart 2,1
"Teda, vždycky si u Vašich fotek říkám, že jsou moc pěkné, ale tahle je teda dokonalá! :-)",2
a chápu to dobře že když si vemu k internetu na doma ještě o2 tv tak budu za oboje měsíčně platit 650 kč?,1
jsou moc krátjý filmy takže co bych ušetřil dam za dopravu,1
"přesně tak...každý má svůj vkus a klidně mít těch parfému i 30..hlavně,že to pěkně voní :)",2
"Nevím co furt maj s těma dotykáčema, kdyby radši udělali pořádnej normální...",1
40 minut a 100sms za 180Kč. Víc toho není ?,0
bečny und chorvatsko!! juhůů,1
byla jsem tam celý odpoledne a nikoho jsem tam nepotkala :D,1
tak to je božííííí,2
"Chtít můžeš, ale mít ho tam nikdy nebudeš.",1
ty voe 230 bodů?? :-O Tak k tomu bych se dohrabala ani za rok:D,1
"gratuluji, asi mi něco uniklo a závidím :-D ale přeju to výherci :-)",2
ten je tak náááádherný !! ♥ :),2
"Škoda, že je to limitovaná edice. Je fakt supr a dokážu si jí představit pít třeba i v červenci. :))",2
"nepamatuji si, že by kofola dělala knír :-( a to už jsem ji vypil spoustu",1
Pokus o prvni krucky...nadhera :),2
"A nezapomente mi z O2 zase neposlat složenku za internet, aby jste si pak zase mohli ůčtovat 150 kč za upomínku !!",0
Já mám stále nokii 6131 a jsem spokojená :-),2
"Pěkně no, také jsem to viděl, ale nestihl jsem nic udělat...doufám, že s tím něco udělají!",0
To je dost hloupa odpoved...,0
bludný Holanďan a jeho akce nejméně za 3 bludišťáky :-D,1
"škoda, že neděláte i nějaké akce v Hradci králové:-((",0
Je :) :) ale člověk musí narazit na dobrého člověka :),1
Souhlasím s Tiborem.,1
"Chci se zeptat, kde najdu odkaz na odměny za to, že jsem zákazník VF. Dík",1
opět má oblíbená Lolitka :),2
"Tak to je blbost! McDonald's je jediná restaurace, kde nemam strach si něco dát :-)",2
Street dance. :) Jsou ze Slovenska. Byli fakt parádní. :),2
To je právě to - smlouva na dva roky. Musejí nějak zákazníka oškubat.,0
prosím o bodíky na čepici chybí nám pár bodíků díky všem mé ID 1621182384,1
"mám ho rád, protože umožní zažít zážitky za zážitkové peníze :)",2
"A proto se musíme zvednout my, zákazníci! Jinak to totiž asi nepůjde.",0
"Já nejsm žádnej rapper, jsem totiž instalatééér :D",1
"Za 10min - si stačíme doma vyříkat vše potřebné ,ještě mě na.... nevěsta - u toho umeju nádobí . To snad stačí",1
"http://bit.ly/OU65oI (mimochodem, já jsem to nepsal, ale nenašel jsem to jinak než v první osobě ;-) )",1
"Tak to jsem moc rád, jen doufám, že budou podobné podmínky jako v Praze :)",2
"nevěděl jsem přesnou cenu, ale došlo mi, že to levný nebude :)",1
moc nádherný a roztomilý ušáček :),2
min.tyden jsem ho videla...konecne to letadlo vypada dobre!,2
to jsem mohla shlédnout každý rok na PC a né trpět hladem:D....,1
kofola je nejlepší,2
Jsou nejrychlejší..zkuste se zpozdit s platbou :D:D,0
Jak jinák!! :D :P,1
"Operátor se představuje na začátku hovoru, takže stačí jen poslouchat :-)",1
"a bude uz jenom hur. Je potreba jeste zdrazit co zdrazit jde, pripadne prodlouzit uvazky na 5let a bude",0
"Díky, zkusím to zařídit sám. Kdyby byl problém, budu Vás přes tyto stránky kontaktovat. Děkuji Vám ještě jednou",2
"bez těch NICEK by ty reklamy nebyly:/:/kluci jsou super,jen tak dál:))",2
"No děsné, takže Vánoční dárek zase ne pro všechny! :-( Mám tarif přátelé a nemám nárok! :-( Ale na tarif S námi nejdu!!!",0
Ja nevyhral nic. A u me to byl podvod.,0
doufám že mě budou hasit Kofolou a ne coca-colou páč od Cocacoly bych byl mrtě zaslazenej blee :D,1
Doprava kurýrem po Praze - je zdarma? Kolik stojí doprava po Praze?,1
"a 100,- za psa? To už je fakt přehnaný...",0
to je polička? :) jina vydařené foto...,2
"mohli.. ale stejně nezaplavem, protože na to co?! nemáme ;D",1
"Jooo,to je teda fakt ""prace snu"". Jeste navic kdyz se podivam i na osazensvo. ;)",0
Moc děkuji za odpověd:),2
bez ní nejsou vánoce..:-D,2
"Krásné narozeniny, bud stále tak lahodná a jemná pro naše mlsné jazýčky...",2
"je to nádherné, opravdu krása, je to nejhezčí fotka z celé soutěže, je to fotka, jak z romantického filmu, no nejhezčí!!!",2
nemají obě volno dnes večer???,1
Martine ale ty nevis kdy začal padat dolu on tam mohl mit třena 20tis vyšku,1
"Prosím,jaká je nejnižší částka dobití kreditu pro volání zdarma po 20 h do sítě O2 ? Děkuji",1
"hrozně se mi líbí, jak je pan chovatel šťastný :D",2
U vás trašně ráda nakupuji máte tu opravdu kvalitní vůně jsou super,2
My přijdeme.,1
"nejsem uprchlík,ale jdu se pomazlit kdo na mne počká??",1
taky gratuluji chlapečkovi:-)!!Moc ráda bych se na něj zajela podívat:-(,2
"dříve odeslané obálky jsou asi na dně hromady a dojde na ně až později, ach jo!",0
"Dobrý den. U produktů bývala funkce ""Sledovat"", teď tam není. Zrušili jste ji?",1
Taky ji mám a o žádné změně nevím... :-( O co teda jde?,1
tady mají napěněnou kofolu ?,1
"Nevíte, je majitelkou nebo spolumajitelkou Halina Pawlovská? Jinak pro mne také mňam.",2
Tak mám stejný problém a jsem zvědavá jak se k tomu Milka postaví!,0
"rád bych, kdyby už konečně stál ve staráku!",1
nebo ze by to byli jen pozbirane krabicky :-D:-D,1
Ok..:D Hééééj.. prodala jsem slevu Slevomatu..:D to je cool..:D,2
"ve slově ""zkrátka"" se píše ""z"".....",1
"Ano, myslím, paní máslová. :-)",1
prosím o bodíky na čepici chybí nám už jen 1 bodík díky mé ID 1621182384,1
No ale ten otesanek ti ho fakt přiveze domu:-),1
"Fotka působí na první pohled až idylicky, ale stačí se podívat na ukazatele a šipky. Bezmoc a hrůza... :-(",0
Moc děkuju za telefon :D,2
"Je výbornej, mohli byste ho nechat v nabídce natrvalo. :)",2
Proč mažete naprosto neškodné dotazy z této zdi? Během 15 minut už druhý. Velmi špatné PR!,0
Utekla mi foto kniha nevíte kde bych jí mohla najít pokud ještě sleva travá Děkuji :-),1
Jo díky mi jde ot to že mi to strašně rychle vybije baterku.,1
"zapomněla jsem napsat, že mi od nich tohle přišlo v sms..",1
16 hodin pauza. No ti operátoři to zde tedy vedou....,0
"Taky jsem se nachytala :-) minuly mesic jsem platila skoro 2000,- kvuli zmenam :-)",0
jojo pomůžeme,1
Ja to chci ochutnat!!!,2
"Dneska jsem Paryse viděla, je opravdu nádhernej! A velmi fotogenickej :)",2
a my milujeme ji,2
Každopádně jít do dvouletých závazků vyžaduje odvahu. U:fon je od včerejška bez dluhů a nasadil tyto tarify http://www.ufon.cz/cs/telefon,1
"Je pravdou, že by měli při výpadcích odškodňovat zákazníky slevami.",1
"žádná třebíč...HSN "" :D",1
"já přišla nedávno, ale kolikátá jsem, to teda nevím...ale když jsem z toho Náchoda, mohla by taška doputovat zrovna ke mně :-D",1
Taktéž se těšíme :P..!,1
"Před dvěma roky mi na Valentina onemocněla maminka a 18.2.pak zemřela,Valentin mi ji bude vždy více připomínat.....",1
Už jsem odeslal správu.,1
jenom chlazenou šmoulokofolu od tatky šmouli,1
taky čokolády sežeru na posezení :D a pak čučím kam celá ta tabulka zmizela :DDD,1
"Je nám líto, ale momentálně nemůžeme vyřešit váš požadavek. Služba je dočasně nedostupná, prosíme opakujte akci později. Kód chyby: G 502",1
ahoj t-mobile moc dík za posilení signalu na 3G v lokalitě olomouc tab.vrch..,2
"ale jinak myslím, že se tady zbytečně troškaří, proč ne rovnou tripple royal, nebo aspoň double tasy?",1
"Ten vypadá jako můj brácha, když byl malý..",1
jééé ty jsou krásnééé,2
no dala bych si,2
"uz to vidim,jak se od tud hnu, tak to vypukne :-) a ja to prosvihnu",1
Odkdy je youtube sociální síť?,1
přesně taaaak :D,2
tu máám moooc ráda,2
Náš Ernyček v bílém!,1
Dobrý den chci se zeptat jak se dá od vás koupit IPhone 5 co nejlevněji chci přejít od Vodafonu,1
"Take jsem zvedava a do zoo se dotanu az priti tyden,tak snad nam to nekdo povi drive:-)",1
"ovladac,xbox 360, ten přesně potřebuji.",1
jé to je krásný!!!tiše závidím!,2
"Obrovská gratulace zasloužilé mamině, přeji ještě mnoho dalších potomků :-)",2
Já tam zítra posílám dosti temperamentní kamarádku :-) a jinak naprosto souhlasím se Sašou.,1
Jsou slaďoučký.:-),2
"1+1 BigMac McMenu zdarma? To musí být nějaká lokální akce, ta mi není známa. Já myslel, že narážíš na akci Bingo.",1
Dana: hra je pozměněna. Dnes tolik udělat nejde.,1
"poslán dotaz, nabídku směřujte k neomezenému volání Gaaxy S3, děkuji",1
"Lukáši, zákaznickou linku ne-eeeee, tam se nedovoláte :-O :-))))",1
děkujeme! :),2
to muselo být drahé :D,1
"vše nejlepší,at jsi stále neodolatelná.-))))",2
nechtěla bych mezi tím utírat prach ;),1
"hodně sladká, jako bmbonek",2
jeee moc děkuju :)),2
"Když se toto objedná, tak těch 200 Kč měsíčně stále platí na dva roky? Nebo po nějakém datu se ihned navýší zpět na 300 Kč na měsíc? Děkuji.",1
Snad se toho dočkám díky..!!:),2
chtělo by to i mobilní aplikaci,1
"Děkuju Lukáši, bohužel zatím nemám tu možnost zavolat z jiného čísla ... :-(",1
proc pracujete pro zlodeje? nemate strach zr se zacnete chovat jako vas zamestnavatel?,0
Ale no tak Vašíku =o) tě pozvu pak na menu pro 2 :D,1
"v lednici, na stole, prostě všude, hmmm, asi ji vyměním s minerálkou, kterou cucám od rána:D",1
To určitě.. ha ha ha,0
tak to je nádhera :) taky přeji krásné ráno :),2
"takže když mi 8.6.2013 končí smlouva, kdy si můžu tak nějak zařídit ten přechod na jiný tarif?",1
"díky za dnešní nabídku,vstup do bbc beru hned 20x :-)",2
vtipný :) tobě to myslí,0
"Celej O2 at se jde zakopat\§§§. Ani vám neporadí fakt, když se jich na něco ptáte!",0
"Ahoj Vodafone, kdy bude HTC Desire X na sklade v eshopu? na prodejnách je. díky!",1
brala bych asi jenom toho zdenka :D,1
ano souhlasím dnes jdu do mcdonaldu a koupím si perlu!!,1
"Hele Ondro už sem tam volal a tam mi řekli že to změnit nejde, tak kde je potom chyba?",1
"už to jde, díky!",2
"David Steiner, Honzíček Sparťánek Čmoudíček :DDDDD",1
Až skončí soutěž o vstupenky na neslýchané festivaly..dejte sem prosím vědět kde jsme měli hledat ...ráda se zasměji:)čao pěkný víkend,1
Kup si lepší telefon :-D Nebo se to na to zítra mrknu ok?,1
no toto sa podla mna podaktorym velmi pacit nebude,0
kedy budu vysledky penofuzov?,1
"ta nová ""pěnová"" kofola je pěkně hnusná...škoda, protože jinak není co pít :/",0
Pěnoknír no ty vole,0
Taky potřebuji.. ID: 1677222513,1
"Platíme 8Mbit, máme údajně 6, reálně tak 4-4,5. Prý pomalá ústředna, kabeláž je relativně nová a ústředna je ""za rohem"".",1
To je luxusní :D,2
já chcu být ten 1 200 000....!!! ale není ským jet... třeba na jaře...,1
No já bych s kofolou teď moc nešetřila...má být přece konec světa...tak abychom si ještě pořádně užili pohodu s Kofčou:),2
"Gratulace...,se přijdu brzo podívat!!",2
"woooow, jsem zvědavá!! ale s takovou s váma za chvilku přijdu na mizinu :D",1
"kdyby to šlo, ocenila bych zaslání nabídky n amail, já bych si to pročetla a napsala jo nebo ne :) nejsem tak často u telefonu :)",1
je to taky nejkrásnější ZOO:-)) Neděle tam byla nádherná,2
Není to náhodou fotomontáž?To přeci není možné aby vačnatec si nechal takhle sáhnout na vak kde má mládě,1
nj jenže doručení domu v praze a v brně doprava kolem stovky píšou to tam.,1
v pátek na to jdu.tak ?,1
To miluju...Ve vybraných obchodech :-/ ale kde to už se nedozvím pokud neprolítam celou Plzeň....,0
Misto svíček tam měly byt nove plechovky a s petek by do Vánoc byly plechovky...,1
"Dobrý den, chtěl jsem se zeptat, kde zjistím aktuální FUP u dat. tarifů, děkuji",1
díky za kalendář mojy dnes zaplaceno,2
Uší má každý... tu kočku! :DD,1
"zkuste napsat e-mail, me odpovedeli vzdy temer hned, FB se bere jako informacni kanal pro novinky a ne pro stav skladu",1
No...pokud bude čas tak zítra plánuji návštěvu Prahy ale do Zoo určitě dorazím pokud bude časově všechno vycházet,1
Roční zásoba kofoly pro hodný fanoušky? :D 2l/den :D,1
a ve kterém ?! :D,1
"je to vsechno moc pekne, ale můžu se zeptat proc maji hrosi budouci vybeh tak maly? oni nevyuzivaji vetsi prostor?",1
Tak tam ani nejdem... a naco ze? :P,1
Myslím že to bude záležet na obsluze. Ten anglický přístup je myslím trochu férovější.,1
"Jmenuje se to soutěž poliček parfémů, né jejich krabiček :-)",1
takže jak ?,1
já všechno co je na té stránce nádhera :D,2
":) www.mcdonalds.com, jen tak pro srovnání, k té zmiňované dvacce.",1
"Služby salonu Carpe Diem jsou vskutku výborný. Kadeřnice opravdu šikovná, vše dle proběhlo nad očekávání dobře.",2
Poměr 1:4 s absintem,1
do prdele ja se na to nemůžu ani koukat !!! asi sežeru monitor :DDD,0
A to je nějaká změna oproti normálu?,1
"Bohužel nemám od té karty ani papíry tudíž nevím tel číslo ale myslím , že podle čísla občanky mi se to dalo zjistit ne ?",1
"Sokolská 1555/19 ,Praha 2 Nové Město",1
"Gratuluji šťastným rodičům a ještě šťastnějším ošetřovatelům. Varánci mají super péči, sledujeme je na FB i s dětma.",2
"já bych ještě potřebovala vysvětlit co je ""narozeninová záložka""",1
A proč to řešíte na FB :D ...,1
ani mě to nejde nejsme jediní,1
letěl jsem letadlem z Liberce nad Trosky a přes Jablonec zpět. Paráda.,2
"jéje.. toho je.. třeba nový notebook, foťák nebo digitální piano (nejsem vůbec skromná, že :-D)",1
Vždyť to říkám! Pro Tebe by měli začít vyrábět rovnou kilovku:-) a možná by ses přemluvila aby Ti vydržela na dva chody...,1
"držim pěsti, ať všechno dobře dopadne a ty se drž prcku malej!! :-*",2
Smekám a přeji mnoho úspěšných odchovů,2
"O víkendu tu vůbec nejste, narozdíl od konkurence, aneb nevěřím statistice, kterou si sám nezfalšuje. Ale váš smysl pro humor potěší :)",0
"Ne. Píše to server nedostupny, zkuste načíst stránku později.",1
"Byl by někdo tak hodný Vodafone CZ a odpověděl, jaká bude Vánoční nabídka pro paušálisty ? 7 telefonů je výsměch.",0
mohla bych se zeptat na adresu Pražského obchodu...I.P. Pavlova je širokej pojem...jaká je to ulice??díky za info..,1
No zrovna jsem ho dojedla a jsem dost zklamaná... Big Clasic Cheese byl 100x lepší... Mám ho strašně ošizenej a maso pomalu syrové...,0
"Bohužel není moc dobrý, zlatý big clasic cheese nebo big mac...",0
pěkně zachycen v letu!,2
no tak ještě zvýšit FUP limity a o2 konečně vstoupí do 21. století!,1
"ty voe, to je píčovina :D",0
Někdo dřív mluví (píše) než myslí a někdo ani to :-),1
SUPER SLEVOMAT:) a co takhle ROKYTNO u Pardubic tady by vám kucí za dobrý a levný pívečko utrhali ruce :),2
"A nic jiného asi nevymyslíme, že?",1
"Nemáte někdo navíc 4 body, prosím? moc díky :) 1178425520",1
to vypadá na dobrůtku ;-)),2
jesny přesně a taky zdražily prej chicken burger :) a to jim tam přijde strašně malo lidi :) čekejte pokles a velkej :P,0
Odesláno na uvedený email,1
"Já jsem byla celej den na táboře a pila jsem jenom kofolu,kromě těch drinků,co jsme měli,když jsme snídali/obědvali/večeřeli",1
sladká....ve skutečnosti je ještě hezčí :-),2
spousta otázek a vodafon stejně neodpoví.,0
"já hvězdičky, děti piškoty a manžel polomáčené :-)",2
"tak dneska jsem byla na poště a extra jsem se ptala jestli to jde na po box poslat doporučeně a jde, takže jsem to tak poslala",1
Petře jako velikonoční soutěž s htc? .o)),1
děkuju moc.. :),2
A do kdy to platí?,1
já jí objevila v našem miniměstě u vietnamce..,1
Výdody co přináší Android? Dobrý vtípek :D,0
To je tak krásné!! Přeji oběma jen to nejlepší! :),2
Nevolááááááááááááá to :(((((((((((((((((((),0
v tomhle případě je tenhle limit menší než GPRS což je veliká ostuda...,0
krásnou celou sobotu přeji :-),2
"Jsou ještě nějaké iPhony 5 skladem, nebo už jsou všechny pryč? A nějaké nové info, kdy by mohli opět být?",1
Každýmu připsat 100 bodu :D,1
"ta cibule, to je totiž to geniální, co mi tu tak chybí",1
"Dobrý den, chtěl bych se zeptat jak to vypada s pokrytim 3G siti kdy bude v Třinec-Oldřichovice",1
moc krááááásnééé..se určite přijedeme podívat..,2
Už aby to bylo co lidičky?Uvidíme kdo bude mít větší štěstí...,1
"to nevim, ale naposled jsem se byl v takový budce vychcat",1
Nějaké HTC určitě ;),1
"Výborně, už ať je na prodejně :) Ještě tak v základu nový model S-Penu, ze kterého se dá telefonovat a bude to vymazlené Vánoční překvapení.",2
Já Ti teta uklidím... víš že sháním brigádu :o),1
"opravdu krásná sada, uvidíme co na to řekne přítel :))",2
Z kafe jsem poslední dobou trochu zklamaný...,0
Takových je spousta co nemají na Kellnera. Psala jsem to jen pro info PETR PRAŽSKÝ.,1
Super:-))) asi nejvtipnejsi ze vsech:),2
"jo, cesty Páně jsou nevyzpytatelné :)",1
"Zdravím, posílám fotku, abych získala 10 kreditů a furt nic, tak kde to vázne?",0
Místo řešení krávovin (a to jsem slušný) byste se měli zaměřit na vodafone služby. Jako třeba středověký fup že?,0
"Já se nepřipojím, protože už jsem nestihl předchozí otázky.",1
pořád plné vemínko :D,1
v té verzi co byla tato aplikace v ošatce byla na appstore taky free :-))),1
ano děkuji své dotazy už mám vyřízené :o)),1
Beru na vědomí :-D,1
